event_date,order_datetime,store_name,products_list,total_eur,status,order_type,deposit_eur
2024-06-16,16/06/2024 18:56,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 18:56,Punto Food,Patatine,6,confirmed,experience,0
2024-06-16,16/06/2024 18:56,Bar Barcelo,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Barcelo,"Bicchiere, Bicchiere, Gin Tonic, Gin Tonic",22,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Main Bar Jack Daniel's,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Bicchiere, Cocktail, Cocktail, Cocktail",33,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Barcelo,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Gin No.3,No.3 PINK,13,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Bar Gin No.3,No.3 MULE,13,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Punto Food,Poke pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 18:57,Main Bar Jack Daniel's,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Barcelo,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Barcelo,"Bicchiere, Sprtiz",11,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Gin No.3,No.3 MULE,13,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Punto Food,Patatine,6,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Main Bar Jack Daniel's,Soft Drink,5,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Main Bar Jack Daniel's,"Cocktail, Sprtiz",20,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 18:58,Bar Barcelo,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Bar Gin No.3,"No.3 PINK, No.3 PINK",26,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Bar Barcelo,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Cocktail, Cocktail",32,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Bar Barcelo,"Bicchiere, Bicchiere, Cocktail, Gin Tonic",22,confirmed,experience,0
2024-06-16,16/06/2024 18:59,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Bar Barcelo,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Punto Food,"Patatine, Patatine",12,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:00,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Bar Barcelo,"Birra, Birra, Birra",18,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Bar Barcelo,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Bar Barcelo,Soft Drink,5,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:01,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Gin No.3,No.3 PINK,13,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Punto Food,Patatine,6,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Gin No.3,"No.3 PINK, No.3 PINK, No.3 PINK",39,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Bar Barcelo,"Cocktail, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:02,Main Bar Jack Daniel's,Bottiglia,25,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Gin No.3,"No.3 TONIC, No.3 TONIC, No.3 TONIC, No.3 TONIC",52,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:03,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Punto Food,Patatine,6,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Main Bar Jack Daniel's,Bottiglia,25,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Barcelo,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Main Bar Jack Daniel's,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Main Bar Jack Daniel's,Acqua,2,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Main Bar Jack Daniel's,Acqua,2,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:04,Bar Barcelo,Bicchiere,1,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Main Bar Jack Daniel's,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Main Bar Jack Daniel's,"Gin Tonic, Vino e bolle",16,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Bar Barcelo,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Main Bar Jack Daniel's,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:05,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Bar Gin No.3,"No.3 PINK, No.3 PINK",26,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Bar Barcelo,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:06,Main Bar Jack Daniel's,Acqua,2,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Punto Food,Patatine,6,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Main Bar Jack Daniel's,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Barcelo,"Bicchiere, Bicchiere, Bicchiere, Gin Tonic, Gin Tonic, Sprtiz",33,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Barcelo,Soft Drink,5,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Main Bar Jack Daniel's,"Bicchiere, Vino e bolle",7,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Main Bar Jack Daniel's,"Soft Drink, Soft Drink, Soft Drink",15,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:07,Bar Gin No.3,"No.3 TONIC, No.3 TONIC, No.3 TONIC",39,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Main Bar Jack Daniel's,"Soft Drink, Soft Drink",10,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Bar Barcelo,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:08,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:09,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:10,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Punto Food,"BUN manzo, Takoyaki",18,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Bar Barcelo,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Bar Barcelo,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Main Bar Jack Daniel's,"Cocktail Premium, Cocktail Premium",26,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Main Bar Jack Daniel's,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Bar Barcelo,"Bicchiere, Gin Tonic, Gin Tonic",21,confirmed,experience,0
2024-06-16,16/06/2024 19:11,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Bar Gin No.3,No.3 MULE,13,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Punto Food,BUN ceci,10,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Main Bar Jack Daniel's,Vino e bolle,6,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Bar Barcelo,"Bicchiere, Cocktail Premium",14,confirmed,experience,0
2024-06-16,16/06/2024 19:12,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Bar Barcelo,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Main Bar Jack Daniel's,"Gin Tonic, Vino e bolle",16,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Bar Gin No.3,No.3 MULE,13,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:13,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Punto Food,"Patatine, Patatine, Patatine",18,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Main Bar Jack Daniel's,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Punto Food,"Patatine, Poke uova",16,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Barcelo,"Birra, Birra",12,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Barcelo,"Bicchiere, Vino e bolle",7,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Punto Food,BUN pollo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:14,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Barcelo,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Barcelo,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Gin No.3,"No.3 TONIC, No.3 TONIC",26,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,"Sprtiz, Sprtiz",20,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Bottiglia,25,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Barcelo,Acqua,2,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,"Cocktail, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Gin No.3,No.3 TONIC,13,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Punto Food,"BUN pollo, Patatine",16,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:15,Bar Gin No.3,No.3 MULE,13,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Bar Barcelo,"Bicchiere, Gin Tonic, Gin Tonic",21,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Bar Barcelo,"Bicchiere, Cocktail",11,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Main Bar Jack Daniel's,"Cocktail, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Bar Barcelo,"Acqua, Bicchiere, Gin Tonic",13,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Punto Food,BUN manzo,10,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:16,Main Bar Jack Daniel's,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,"Gin Tonic, Gin Tonic",20,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,Sprtiz,10,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,"Bicchiere, Birra",7,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Punto Food,Gyoza,8,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,"Vino e bolle, Vino e bolle",12,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,Birra,6,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,"Cocktail, Cocktail",20,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Bar Barcelo,"Bicchiere, Gin Tonic",11,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,Gin Tonic,10,confirmed,experience,0
2024-06-16,16/06/2024 19:17,Main Bar Jack Daniel's,Cocktail,10,confirmed,experience,0
