event_date,order_datetime,store_name,products_list,total_eur,status,order_type,deposit_eur
2025-06-15,15/06/2025 17:49,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:49,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:49,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:49,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:50,Cocktail Bar ,"Bicchiere, Soft Drink",6,completed,experience,1
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Bottiglia Vino ,27,completed,experience,0
2025-06-15,15/06/2025 17:50,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 17:50,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:50,Guardaroba,Guardaroba,3,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,"Bicchiere, Cocktail",10,completed,experience,0
2025-06-15,15/06/2025 17:50,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Cocktail Premium,13,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Vino e bolle,6,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:50,Cocktail Bar ,Vino e bolle,6,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,"Cocktail, Bicchiere",11,completed,experience,1
2025-06-15,15/06/2025 17:51,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,completed,experience,2
2025-06-15,15/06/2025 17:51,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,"Vino e bolle, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:51,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:51,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:51,Beer Bar,"Nastro Azzurro, Nastro Azzurro",12,completed,experience,0
2025-06-15,15/06/2025 17:51,La Nina,Pulled Pork Burger,12,completed,experience,0
2025-06-15,15/06/2025 17:51,Cocktail Bar ,"Cocktail, Acqua",12,completed,experience,0
2025-06-15,15/06/2025 17:52,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:52,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:52,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:52,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:52,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:52,Focacceria ,Prosciutto,8,completed,experience,0
2025-06-15,15/06/2025 17:52,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:52,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 17:52,Cocktail Bar ,Bicchiere,1,completed,experience,1
2025-06-15,15/06/2025 17:53,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:53,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 17:53,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:53,Cocktail Bar ,"Bicchiere, Bicchiere, Sprtiz, Sprtiz",22,completed,experience,2
2025-06-15,15/06/2025 17:53,Focacceria ,Mortadella,8,completed,experience,0
2025-06-15,15/06/2025 17:53,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:53,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:53,Cocktail Bar ,Bicchiere,1,completed,experience,1
2025-06-15,15/06/2025 17:53,Malandrino,Burger,12,completed,experience,0
2025-06-15,15/06/2025 17:53,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:53,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:53,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,Vino e bolle,6,completed,experience,0
2025-06-15,15/06/2025 17:54,Focacceria ,"Mortadella, Mortadella",16,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,Vino e bolle,6,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,"Cocktail, Cocktail, Bicchiere, Bicchiere",22,completed,experience,2
2025-06-15,15/06/2025 17:54,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:54,Figo ,Calamari e Moscardini ,10,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,"Analcolico, Bicchiere",9,completed,experience,1
2025-06-15,15/06/2025 17:54,Beer Bar,"Nastro Azzurro, Bicchiere",6,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 17:54,Cocktail Bar ,"Cocktail Premium, Cocktail Premium",26,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,Bottiglia Vino ,27,completed,experience,0
2025-06-15,15/06/2025 17:54,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:55,Cocktail Bar ,"Cocktail Premium, Bicchiere",14,completed,experience,1
2025-06-15,15/06/2025 17:55,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:55,Beer Bar,"Bicchiere, Raffo",8,completed,experience,1
2025-06-15,15/06/2025 17:55,Cocktail Bar ,"Bicchiere, Sprtiz",11,completed,experience,1
2025-06-15,15/06/2025 17:55,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:55,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:55,Beer Bar,"Raffo, Raffo, Bicchiere, Bicchiere",16,completed,experience,2
2025-06-15,15/06/2025 17:55,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:55,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:55,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Figo ,"Arancine , Arancine ",10,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Beer Bar,"Bicchiere, Raffo",8,completed,experience,1
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Beer Bar,"Nastro Azzurro, Nastro Azzurro",12,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Acqua,2,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:56,Cocktail Bar ,"Bicchiere, Bicchiere, Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Cocktail Premium,13,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Bicchiere,0,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:57,Focacceria ,Porchetta ,8,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Acqua,2,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Bicchiere, Sprtiz",10,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Bicchiere, Sprtiz, Sprtiz",21,completed,experience,1
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:57,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:57,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Cocktail, Bicchiere",11,completed,experience,1
2025-06-15,15/06/2025 17:57,Cocktail Bar ,Bicchiere,1,completed,experience,1
2025-06-15,15/06/2025 17:57,Focacceria ,Prosciutto,8,completed,experience,0
2025-06-15,15/06/2025 17:57,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:58,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:58,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:58,Cocktail Bar ,"Cocktail, Cocktail, Bicchiere, Bicchiere",22,completed,experience,2
2025-06-15,15/06/2025 17:58,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:58,Beer Bar,"Bicchiere, Raffo",7,completed,experience,0
2025-06-15,15/06/2025 17:58,Cocktail Bar ,"Vino e bolle, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:58,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 17:58,Figo ,Calamari e Moscardini ,10,completed,experience,0
2025-06-15,15/06/2025 17:58,Beer Bar,"Raffo, Bicchiere",8,completed,experience,1
2025-06-15,15/06/2025 17:58,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 17:58,Cocktail Bar ,"Bicchiere, Bicchiere, Bicchiere, Bicchiere",4,completed,experience,4
2025-06-15,15/06/2025 17:58,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:58,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:58,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:58,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Bicchiere, Bicchiere, Sprtiz, Sprtiz",22,completed,experience,2
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 17:59,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 17:59,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Cocktail, Sprtiz",20,completed,experience,0
2025-06-15,15/06/2025 17:59,La Nina,Pulled Pork Burger,12,completed,experience,0
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Cocktail, Bicchiere",11,completed,experience,1
2025-06-15,15/06/2025 17:59,Beer Bar,"Nastro Azzurro, Nastro Azzurro, Bicchiere, Bicchiere",12,completed,experience,0
2025-06-15,15/06/2025 17:59,Cocktail Bar ,"Bicchiere, Bicchiere, Sprtiz, Sprtiz",22,completed,experience,2
2025-06-15,15/06/2025 18:00,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Bicchiere, Bicchiere, Cocktail, Soft Drink",15,completed,experience,0
2025-06-15,15/06/2025 18:00,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Bicchiere, Bicchiere, Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:00,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Cocktail, Bicchiere",11,completed,experience,1
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:00,Beer Bar,"Bicchiere, Raffo",8,completed,experience,1
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Cocktail, Bicchiere",11,completed,experience,1
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:00,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:00,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 18:00,Cocktail Bar ,"Cocktail, Bicchiere",11,completed,experience,1
2025-06-15,15/06/2025 18:01,Cocktail Bar ,"Bicchiere, Cocktail, Cocktail",21,completed,experience,1
2025-06-15,15/06/2025 18:01,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 18:01,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:01,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:01,Beer Bar,"Nastro Azzurro, Nastro Azzurro",12,completed,experience,0
2025-06-15,15/06/2025 18:01,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:01,Cocktail Bar ,Acqua,2,completed,experience,0
2025-06-15,15/06/2025 18:01,Beer Bar,"Nastro Azzurro, Nastro Azzurro, Bicchiere, Bicchiere",14,completed,experience,2
2025-06-15,15/06/2025 18:01,Cocktail Bar ,"Bicchiere, Soft Drink",6,completed,experience,1
2025-06-15,15/06/2025 18:01,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:01,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 18:01,Cocktail Bar ,"Bicchiere, Cocktail",10,completed,experience,0
2025-06-15,15/06/2025 18:01,Beer Bar,Raffo,7,completed,experience,0
2025-06-15,15/06/2025 18:02,Cocktail Bar ,"Bicchiere, Sprtiz",11,completed,experience,1
2025-06-15,15/06/2025 18:02,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:02,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:03,Cocktail Bar ,"Bicchiere, Bottiglia Vino ",28,completed,experience,1
2025-06-15,15/06/2025 18:03,Cocktail Bar ,"Cocktail Premium, Cocktail Premium",26,completed,experience,0
2025-06-15,15/06/2025 18:03,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:03,Malandrino,Patatina Grande,8,completed,experience,0
2025-06-15,15/06/2025 18:03,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:03,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:03,Focacceria ,Porchetta ,8,completed,experience,0
2025-06-15,15/06/2025 18:03,Beer Bar,"Nastro Azzurro, Bicchiere",7,completed,experience,1
2025-06-15,15/06/2025 18:03,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:03,Malandrino,Patatina Grande,8,completed,experience,0
2025-06-15,15/06/2025 18:03,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Beer Bar,"Bicchiere, Nastro Azzurro",7,completed,experience,1
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:04,La Nina,Pulled Pork Burger,12,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Bottiglia Vino ,27,completed,experience,0
2025-06-15,15/06/2025 18:04,Focacceria ,Porchetta ,8,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:04,Cocktail Bar ,Bicchiere,1,completed,experience,1
2025-06-15,15/06/2025 18:04,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:05,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:05,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:05,Cocktail Bar ,"Sprtiz, Cocktail, Cocktail, Bicchiere, Bicchiere, Bicchiere",33,completed,experience,3
2025-06-15,15/06/2025 18:05,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,"Sprtiz, Sprtiz",20,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,"Bicchiere, Cocktail",10,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:05,Cocktail Bar ,"Bicchiere, Bicchiere",2,completed,experience,2
2025-06-15,15/06/2025 18:05,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:06,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:06,Beer Bar,Raffo,7,completed,experience,0
2025-06-15,15/06/2025 18:06,Cocktail Bar ,"Cocktail, Cocktail, Acqua",22,completed,experience,0
2025-06-15,15/06/2025 18:06,Focacceria ,Prosciutto,8,completed,experience,0
2025-06-15,15/06/2025 18:06,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:06,Beer Bar,Raffo,7,completed,experience,0
2025-06-15,15/06/2025 18:06,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 18:06,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:06,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:06,Cocktail Bar ,"Bicchiere, Cocktail, Acqua",13,completed,experience,1
2025-06-15,15/06/2025 18:06,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:06,Focacceria ,Mortadella,8,completed,experience,0
2025-06-15,15/06/2025 18:06,Cocktail Bar ,"Bicchiere, Cocktail",10,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:07,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:07,Cocktail Bar ,Bottiglia Vino ,27,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:07,Focacceria ,Prosciutto,8,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:07,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:07,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,"Cocktail, Cocktail, Cocktail, Cocktail",40,completed,experience,0
2025-06-15,15/06/2025 18:07,Cocktail Bar ,"Bicchiere, Cocktail",10,completed,experience,0
2025-06-15,15/06/2025 18:07,Beer Bar,"Bicchiere, Raffo",8,completed,experience,1
2025-06-15,15/06/2025 18:07,Beer Bar,"Nastro Azzurro, Nastro Azzurro, Bicchiere, Bicchiere",14,completed,experience,2
2025-06-15,15/06/2025 18:08,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:08,Cocktail Bar ,"Bicchiere, Bicchiere, Cocktail, Sprtiz",22,completed,experience,2
2025-06-15,15/06/2025 18:08,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:08,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:08,Beer Bar,Nastro Azzurro,6,completed,experience,0
2025-06-15,15/06/2025 18:08,Cocktail Bar ,"Sprtiz, Bicchiere",10,completed,experience,0
2025-06-15,15/06/2025 18:08,Beer Bar,"Raffo, Raffo, Bicchiere, Bicchiere",16,completed,experience,2
2025-06-15,15/06/2025 18:08,Cocktail Bar ,Soft Drink,5,completed,experience,0
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Soft Drink, Acqua, Acqua",9,completed,experience,0
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Bicchiere, Soft Drink",5,completed,experience,0
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Cocktail, Bicchiere, Bicchiere, Bicchiere, Bicchiere",14,completed,experience,4
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:09,Beer Bar,"Raffo, Bicchiere",8,completed,experience,1
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Cocktail, Cocktail, Cocktail, Acqua, Acqua",34,completed,experience,0
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Bicchiere, Bicchiere, Bottiglia Vino ",29,completed,experience,2
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:09,Beer Bar,"Nastro Azzurro, Nastro Azzurro",12,completed,experience,0
2025-06-15,15/06/2025 18:09,Cocktail Bar ,"Bicchiere, Vino e bolle",7,completed,experience,1
2025-06-15,15/06/2025 18:10,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:10,Beer Bar,"Bicchiere, Raffo",8,completed,experience,1
2025-06-15,15/06/2025 18:10,Cocktail Bar ,"Cocktail, Cocktail, Cocktail, Cocktail, Analcolico, Bicchiere, Bicchiere, Bicchiere, Bicchiere",52,completed,experience,4
2025-06-15,15/06/2025 18:10,Cocktail Bar ,Bottiglia Vino ,27,completed,experience,0
2025-06-15,15/06/2025 18:10,Malandrino,Patatina Media,5,completed,experience,0
2025-06-15,15/06/2025 18:10,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Vino e bolle, Vino e bolle",12,completed,experience,0
2025-06-15,15/06/2025 18:11,Figo ,Calamari e Moscardini ,10,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Bicchiere, Soft Drink",6,completed,experience,1
2025-06-15,15/06/2025 18:11,Beer Bar,"Nastro Azzurro, Nastro Azzurro, Acqua, Bicchiere, Bicchiere",16,completed,experience,2
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Bicchiere, Bicchiere, Cocktail, Cocktail",22,completed,experience,2
2025-06-15,15/06/2025 18:11,Beer Bar,"Nastro Azzurro, Nastro Azzurro, Bicchiere, Bicchiere",14,completed,experience,2
2025-06-15,15/06/2025 18:11,Figo ,Calamari e Moscardini ,10,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Cocktail, Cocktail, Cocktail",30,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,Sprtiz,10,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:11,Figo ,"Polletti , Polletti , Polletti ",24,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Cocktail, Cocktail",20,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,Cocktail,10,completed,experience,0
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:11,Cocktail Bar ,"Bicchiere, Bicchiere, Bicchiere",3,completed,experience,3
2025-06-15,15/06/2025 18:12,Cocktail Bar ,Bottiglia Vino ,27,completed,experience,0
2025-06-15,15/06/2025 18:12,Focacceria ,Mortadella,8,completed,experience,0
2025-06-15,15/06/2025 18:12,Cocktail Bar ,"Bicchiere, Cocktail",11,completed,experience,1
2025-06-15,15/06/2025 18:12,Malandrino,Burger,12,completed,experience,0
2025-06-15,15/06/2025 18:12,Beer Bar,"Raffo, Bicchiere",8,completed,experience,1
2025-06-15,15/06/2025 18:12,Malandrino,Burger,12,completed,experience,0
2025-06-15,15/06/2025 18:12,Cocktail Bar ,"Bicchiere, Sprtiz",11,completed,experience,1
2025-06-15,15/06/2025 18:12,Beer Bar,"Raffo, Raffo, Raffo, Bicchiere, Bicchiere",23,completed,experience,2
